법정동코드,sigunguCd,bjdongCd,지역,시도명,시군구명,읍면동명,리명,법정동명,생성일자
4413325324,44133,25324,충남,충청남도,천안시서북구,성거읍,오색당리,충청남도 천안시서북구 성거읍 오색당리,2008-06-23
4413325325,44133,25325,충남,충청남도,천안시서북구,성거읍,저리,충청남도 천안시서북구 성거읍 저리,2008-06-23
4413325326,44133,25326,충남,충청남도,천안시서북구,성거읍,모전리,충청남도 천안시서북구 성거읍 모전리,2008-06-23
4413325327,44133,25327,충남,충청남도,천안시서북구,성거읍,삼곡리,충청남도 천안시서북구 성거읍 삼곡리,2008-06-23
4413325328,44133,25328,충남,충청남도,천안시서북구,성거읍,정촌리,충청남도 천안시서북구 성거읍 정촌리,2008-06-23
4413325329,44133,25329,충남,충청남도,천안시서북구,성거읍,문덕리,충청남도 천안시서북구 성거읍 문덕리,2008-06-23
4413325330,44133,25330,충남,충청남도,천안시서북구,성거읍,석교리,충청남도 천안시서북구 성거읍 석교리,2008-06-23
4413325331,44133,25331,충남,충청남도,천안시서북구,성거읍,요방리,충청남도 천안시서북구 성거읍 요방리,2008-06-23
4413325332,44133,25332,충남,충청남도,천안시서북구,성거읍,소우리,충청남도 천안시서북구 성거읍 소우리,2008-06-23
4413325333,44133,25333,충남,충청남도,천안시서북구,성거읍,신월리,충청남도 천안시서북구 성거읍 신월리,2008-06-23
4413325621,44133,25621,충남,충청남도,천안시서북구,직산읍,군동리,충청남도 천안시서북구 직산읍 군동리,2008-06-23
4413325622,44133,25622,충남,충청남도,천안시서북구,직산읍,군서리,충청남도 천안시서북구 직산읍 군서리,2008-06-23
4413325623,44133,25623,충남,충청남도,천안시서북구,직산읍,남산리,충청남도 천안시서북구 직산읍 남산리,2008-06-23
4413325624,44133,25624,충남,충청남도,천안시서북구,직산읍,판정리,충청남도 천안시서북구 직산읍 판정리,2008-06-23
4413325625,44133,25625,충남,충청남도,천안시서북구,직산읍,수헐리,충청남도 천안시서북구 직산읍 수헐리,2008-06-23
4413325626,44133,25626,충남,충청남도,천안시서북구,직산읍,삼은리,충청남도 천안시서북구 직산읍 삼은리,2008-06-23
4413325627,44133,25627,충남,충청남도,천안시서북구,직산읍,상덕리,충청남도 천안시서북구 직산읍 상덕리,2008-06-23
4413325628,44133,25628,충남,충청남도,천안시서북구,직산읍,부송리,충청남도 천안시서북구 직산읍 부송리,2008-06-23
4413325629,44133,25629,충남,충청남도,천안시서북구,직산읍,모시리,충청남도 천안시서북구 직산읍 모시리,2008-06-23
4413325630,44133,25630,충남,충청남도,천안시서북구,직산읍,자은가리,충청남도 천안시서북구 직산읍 자은가리,2008-06-23
4413325631,44133,25631,충남,충청남도,천안시서북구,직산읍,양당리,충청남도 천안시서북구 직산읍 양당리,2008-06-23
4413325632,44133,25632,충남,충청남도,천안시서북구,직산읍,신갈리,충청남도 천안시서북구 직산읍 신갈리,2008-06-23
4413325633,44133,25633,충남,충청남도,천안시서북구,직산읍,마정리,충청남도 천안시서북구 직산읍 마정리,2008-06-23
4413325634,44133,25634,충남,충청남도,천안시서북구,직산읍,석곡리,충청남도 천안시서북구 직산읍 석곡리,2008-06-23
4413331021,44133,31021,충남,충청남도,천안시서북구,입장면,하장리,충청남도 천안시서북구 입장면 하장리,2008-06-23
4413331022,44133,31022,충남,충청남도,천안시서북구,입장면,상장리,충청남도 천안시서북구 입장면 상장리,2008-06-23
4413331023,44133,31023,충남,충청남도,천안시서북구,입장면,기로리,충청남도 천안시서북구 입장면 기로리,2008-06-23
4413331024,44133,31024,충남,충청남도,천안시서북구,입장면,도림리,충청남도 천안시서북구 입장면 도림리,2008-06-23
4413331025,44133,31025,충남,충청남도,천안시서북구,입장면,양대리,충청남도 천안시서북구 입장면 양대리,2008-06-23
4413331026,44133,31026,충남,충청남도,천안시서북구,입장면,홍천리,충청남도 천안시서북구 입장면 홍천리,2008-06-23
4413331027,44133,31027,충남,충청남도,천안시서북구,입장면,호당리,충청남도 천안시서북구 입장면 호당리,2008-06-23
4413331028,44133,31028,충남,충청남도,천안시서북구,입장면,시장리,충청남도 천안시서북구 입장면 시장리,2008-06-23
4413331029,44133,31029,충남,충청남도,천안시서북구,입장면,효계리,충청남도 천안시서북구 입장면 효계리,2008-06-23
4413331030,44133,31030,충남,충청남도,천안시서북구,입장면,신덕리,충청남도 천안시서북구 입장면 신덕리,2008-06-23
4413331031,44133,31031,충남,충청남도,천안시서북구,입장면,신두리,충청남도 천안시서북구 입장면 신두리,2008-06-23
4413331032,44133,31032,충남,충청남도,천안시서북구,입장면,용정리,충청남도 천안시서북구 입장면 용정리,2008-06-23
4413331033,44133,31033,충남,충청남도,천안시서북구,입장면,흑암리,충청남도 천안시서북구 입장면 흑암리,2008-06-23
4413331034,44133,31034,충남,충청남도,천안시서북구,입장면,산정리,충청남도 천안시서북구 입장면 산정리,2008-06-23
4413331035,44133,31035,충남,충청남도,천안시서북구,입장면,연곡리,충청남도 천안시서북구 입장면 연곡리,2008-06-23
4413331036,44133,31036,충남,충청남도,천안시서북구,입장면,가산리,충청남도 천안시서북구 입장면 가산리,2008-06-23
4413331037,44133,31037,충남,충청남도,천안시서북구,입장면,유리,충청남도 천안시서북구 입장면 유리,2008-06-23
4413331038,44133,31038,충남,충청남도,천안시서북구,입장면,독정리,충청남도 천안시서북구 입장면 독정리,2008-06-23
4415010100,44150,10100,충남,충청남도,공주시,반죽동,,충청남도 공주시 반죽동,1998-12-02
4415010200,44150,10200,충남,충청남도,공주시,봉황동,,충청남도 공주시 봉황동,1998-12-02
4415010300,44150,10300,충남,충청남도,공주시,중학동,,충청남도 공주시 중학동,1988-04-23
4415010400,44150,10400,충남,충청남도,공주시,중동,,충청남도 공주시 중동,1988-04-23
4415010500,44150,10500,충남,충청남도,공주시,산성동,,충청남도 공주시 산성동,1988-04-23
4415010600,44150,10600,충남,충청남도,공주시,교동,,충청남도 공주시 교동,1988-04-23
4415010700,44150,10700,충남,충청남도,공주시,웅진동,,충청남도 공주시 웅진동,1988-04-23
4415010800,44150,10800,충남,충청남도,공주시,금성동,,충청남도 공주시 금성동,1988-04-23
4415010900,44150,10900,충남,충청남도,공주시,옥룡동,,충청남도 공주시 옥룡동,1988-04-23
4415011000,44150,11000,충남,충청남도,공주시,금학동,,충청남도 공주시 금학동,1988-04-23
4415011100,44150,11100,충남,충청남도,공주시,봉정동,,충청남도 공주시 봉정동,1988-04-23
4415011200,44150,11200,충남,충청남도,공주시,주미동,,충청남도 공주시 주미동,1988-04-23
4415011300,44150,11300,충남,충청남도,공주시,태봉동,,충청남도 공주시 태봉동,1988-04-23
4415011400,44150,11400,충남,충청남도,공주시,오곡동,,충청남도 공주시 오곡동,1988-04-23
4415011500,44150,11500,충남,충청남도,공주시,신기동,,충청남도 공주시 신기동,1988-04-23
4415011600,44150,11600,충남,충청남도,공주시,소학동,,충청남도 공주시 소학동,1988-04-23
4415011700,44150,11700,충남,충청남도,공주시,상왕동,,충청남도 공주시 상왕동,1988-04-23
4415011800,44150,11800,충남,충청남도,공주시,무릉동,,충청남도 공주시 무릉동,1998-12-02
4415011900,44150,11900,충남,충청남도,공주시,월송동,,충청남도 공주시 월송동,1998-12-02
4415012000,44150,12000,충남,충청남도,공주시,신관동,,충청남도 공주시 신관동,1988-04-23
4415012100,44150,12100,충남,충청남도,공주시,금흥동,,충청남도 공주시 금흥동,1998-12-02
4415012200,44150,12200,충남,충청남도,공주시,쌍신동,,충청남도 공주시 쌍신동,1988-04-23
4415012300,44150,12300,충남,충청남도,공주시,월미동,,충청남도 공주시 월미동,1988-04-23
4415012400,44150,12400,충남,충청남도,공주시,검상동,,충청남도 공주시 검상동,1988-04-23
4415012500,44150,12500,충남,충청남도,공주시,석장리동,,충청남도 공주시 석장리동,2012-07-01
4415012600,44150,12600,충남,충청남도,공주시,송선동,,충청남도 공주시 송선동,2012-07-01
4415012700,44150,12700,충남,충청남도,공주시,동현동,,충청남도 공주시 동현동,2012-07-01
4415025021,44150,25021,충남,충청남도,공주시,유구읍,백교리,충청남도 공주시 유구읍 백교리,1995-03-02
4415025022,44150,25022,충남,충청남도,공주시,유구읍,노동리,충청남도 공주시 유구읍 노동리,1995-03-02
4415025023,44150,25023,충남,충청남도,공주시,유구읍,석남리,충청남도 공주시 유구읍 석남리,1995-03-02
4415025024,44150,25024,충남,충청남도,공주시,유구읍,유구리,충청남도 공주시 유구읍 유구리,1995-03-02
4415025025,44150,25025,충남,충청남도,공주시,유구읍,녹천리,충청남도 공주시 유구읍 녹천리,1995-03-02
4415025026,44150,25026,충남,충청남도,공주시,유구읍,신영리,충청남도 공주시 유구읍 신영리,1995-03-02
4415025027,44150,25027,충남,충청남도,공주시,유구읍,신달리,충청남도 공주시 유구읍 신달리,1995-03-02
4415025028,44150,25028,충남,충청남도,공주시,유구읍,입석리,충청남도 공주시 유구읍 입석리,1995-03-02
4415025029,44150,25029,충남,충청남도,공주시,유구읍,명곡리,충청남도 공주시 유구읍 명곡리,1995-03-02
4415025030,44150,25030,충남,충청남도,공주시,유구읍,구계리,충청남도 공주시 유구읍 구계리,1995-03-02
4415025031,44150,25031,충남,충청남도,공주시,유구읍,연종리,충청남도 공주시 유구읍 연종리,1995-03-02
4415025032,44150,25032,충남,충청남도,공주시,유구읍,세동리,충청남도 공주시 유구읍 세동리,1995-03-02
4415025033,44150,25033,충남,충청남도,공주시,유구읍,추계리,충청남도 공주시 유구읍 추계리,1995-03-02
4415025034,44150,25034,충남,충청남도,공주시,유구읍,덕곡리,충청남도 공주시 유구읍 덕곡리,1995-03-02
4415025035,44150,25035,충남,충청남도,공주시,유구읍,문금리,충청남도 공주시 유구읍 문금리,1995-03-02
4415025036,44150,25036,충남,충청남도,공주시,유구읍,탑곡리,충청남도 공주시 유구읍 탑곡리,1995-03-02
4415025037,44150,25037,충남,충청남도,공주시,유구읍,동해리,충청남도 공주시 유구읍 동해리,1995-03-02
4415025038,44150,25038,충남,충청남도,공주시,유구읍,만천리,충청남도 공주시 유구읍 만천리,1995-03-02
4415031021,44150,31021,충남,충청남도,공주시,이인면,이인리,충청남도 공주시 이인면 이인리,1995-01-01
4415031022,44150,31022,충남,충청남도,공주시,이인면,만수리,충청남도 공주시 이인면 만수리,1995-01-01
4415031023,44150,31023,충남,충청남도,공주시,이인면,오룡리,충청남도 공주시 이인면 오룡리,1995-01-01
4415031024,44150,31024,충남,충청남도,공주시,이인면,신흥리,충청남도 공주시 이인면 신흥리,1995-01-01
4415031025,44150,31025,충남,충청남도,공주시,이인면,주봉리,충청남도 공주시 이인면 주봉리,1995-01-01
4415031026,44150,31026,충남,충청남도,공주시,이인면,목동리,충청남도 공주시 이인면 목동리,1995-01-01
4415031027,44150,31027,충남,충청남도,공주시,이인면,발양리,충청남도 공주시 이인면 발양리,1995-01-01
4415031028,44150,31028,충남,충청남도,공주시,이인면,초봉리,충청남도 공주시 이인면 초봉리,1995-01-01
4415031029,44150,31029,충남,충청남도,공주시,이인면,용성리,충청남도 공주시 이인면 용성리,1995-01-01
4415031030,44150,31030,충남,충청남도,공주시,이인면,구암리,충청남도 공주시 이인면 구암리,1995-01-01
4415031031,44150,31031,충남,충청남도,공주시,이인면,달산리,충청남도 공주시 이인면 달산리,1995-01-01
4415031032,44150,31032,충남,충청남도,공주시,이인면,산의리,충청남도 공주시 이인면 산의리,1995-01-01
4415031033,44150,31033,충남,충청남도,공주시,이인면,복룡리,충청남도 공주시 이인면 복룡리,1995-01-01
4415031034,44150,31034,충남,충청남도,공주시,이인면,반송리,충청남도 공주시 이인면 반송리,1995-01-01
4415031035,44150,31035,충남,충청남도,공주시,이인면,이곡리,충청남도 공주시 이인면 이곡리,1995-01-01
4415031036,44150,31036,충남,충청남도,공주시,이인면,운암리,충청남도 공주시 이인면 운암리,1995-01-01
4415031037,44150,31037,충남,충청남도,공주시,이인면,신영리,충청남도 공주시 이인면 신영리,1995-01-01
4415032021,44150,32021,충남,충청남도,공주시,탄천면,삼각리,충청남도 공주시 탄천면 삼각리,1995-01-01
4415032022,44150,32022,충남,충청남도,공주시,탄천면,광명리,충청남도 공주시 탄천면 광명리,1995-01-01
4415032023,44150,32023,충남,충청남도,공주시,탄천면,장선리,충청남도 공주시 탄천면 장선리,1995-01-01
4415032024,44150,32024,충남,충청남도,공주시,탄천면,안영리,충청남도 공주시 탄천면 안영리,1995-01-01
4415032025,44150,32025,충남,충청남도,공주시,탄천면,덕지리,충청남도 공주시 탄천면 덕지리,1995-01-01
4415032026,44150,32026,충남,충청남도,공주시,탄천면,화정리,충청남도 공주시 탄천면 화정리,1995-01-01
4415032027,44150,32027,충남,충청남도,공주시,탄천면,남산리,충청남도 공주시 탄천면 남산리,1995-01-01
4415032028,44150,32028,충남,충청남도,공주시,탄천면,가척리,충청남도 공주시 탄천면 가척리,1995-01-01
4415032029,44150,32029,충남,충청남도,공주시,탄천면,정치리,충청남도 공주시 탄천면 정치리,1995-01-01
4415032030,44150,32030,충남,충청남도,공주시,탄천면,성리,충청남도 공주시 탄천면 성리,1995-01-01
4415032031,44150,32031,충남,충청남도,공주시,탄천면,송학리,충청남도 공주시 탄천면 송학리,1995-01-01
4415032032,44150,32032,충남,충청남도,공주시,탄천면,분강리,충청남도 공주시 탄천면 분강리,1995-01-01
4415032033,44150,32033,충남,충청남도,공주시,탄천면,유하리,충청남도 공주시 탄천면 유하리,1995-01-01
4415032034,44150,32034,충남,충청남도,공주시,탄천면,국동리,충청남도 공주시 탄천면 국동리,1995-01-01
4415032035,44150,32035,충남,충청남도,공주시,탄천면,운곡리,충청남도 공주시 탄천면 운곡리,1995-01-01
4415032036,44150,32036,충남,충청남도,공주시,탄천면,견동리,충청남도 공주시 탄천면 견동리,1995-01-01
4415032037,44150,32037,충남,충청남도,공주시,탄천면,대학리,충청남도 공주시 탄천면 대학리,1995-01-01
4415033021,44150,33021,충남,충청남도,공주시,계룡면,기산리,충청남도 공주시 계룡면 기산리,1995-01-01
4415033022,44150,33022,충남,충청남도,공주시,계룡면,월암리,충청남도 공주시 계룡면 월암리,1995-01-01
4415033023,44150,33023,충남,충청남도,공주시,계룡면,봉명리,충청남도 공주시 계룡면 봉명리,1995-01-01
4415033024,44150,33024,충남,충청남도,공주시,계룡면,화은리,충청남도 공주시 계룡면 화은리,1995-01-01
4415033025,44150,33025,충남,충청남도,공주시,계룡면,내흥리,충청남도 공주시 계룡면 내흥리,1995-01-01
4415033026,44150,33026,충남,충청남도,공주시,계룡면,구왕리,충청남도 공주시 계룡면 구왕리,1995-01-01
4415033027,44150,33027,충남,충청남도,공주시,계룡면,중장리,충청남도 공주시 계룡면 중장리,1995-01-01
4415033028,44150,33028,충남,충청남도,공주시,계룡면,하대리,충청남도 공주시 계룡면 하대리,1995-01-01
4415033029,44150,33029,충남,충청남도,공주시,계룡면,양화리,충청남도 공주시 계룡면 양화리,1995-01-01
4415033030,44150,33030,충남,충청남도,공주시,계룡면,경천리,충청남도 공주시 계룡면 경천리,1995-01-01
4415033031,44150,33031,충남,충청남도,공주시,계룡면,화헌리,충청남도 공주시 계룡면 화헌리,1995-01-01
4415033032,44150,33032,충남,충청남도,공주시,계룡면,금대리,충청남도 공주시 계룡면 금대리,1995-01-01
4415033033,44150,33033,충남,충청남도,공주시,계룡면,상성리,충청남도 공주시 계룡면 상성리,1995-01-01
4415033034,44150,33034,충남,충청남도,공주시,계룡면,월곡리,충청남도 공주시 계룡면 월곡리,1995-01-01
4415033035,44150,33035,충남,충청남도,공주시,계룡면,죽곡리,충청남도 공주시 계룡면 죽곡리,1995-01-01
4415033036,44150,33036,충남,충청남도,공주시,계룡면,향지리,충청남도 공주시 계룡면 향지리,1995-01-01
4415033037,44150,33037,충남,충청남도,공주시,계룡면,유평리,충청남도 공주시 계룡면 유평리,1995-01-01
4415034021,44150,34021,충남,충청남도,공주시,반포면,공암리,충청남도 공주시 반포면 공암리,1995-01-01
4415034023,44150,34023,충남,충청남도,공주시,반포면,송곡리,충청남도 공주시 반포면 송곡리,1995-01-01
4415034028,44150,34028,충남,충청남도,공주시,반포면,마암리,충청남도 공주시 반포면 마암리,1995-01-01
4415034029,44150,34029,충남,충청남도,공주시,반포면,봉곡리,충청남도 공주시 반포면 봉곡리,1995-01-01
4415034030,44150,34030,충남,충청남도,공주시,반포면,상신리,충청남도 공주시 반포면 상신리,1995-01-01
4415034031,44150,34031,충남,충청남도,공주시,반포면,하신리,충청남도 공주시 반포면 하신리,1995-01-01
4415034032,44150,34032,충남,충청남도,공주시,반포면,온천리,충청남도 공주시 반포면 온천리,1995-01-01
4415034033,44150,34033,충남,충청남도,공주시,반포면,학봉리,충청남도 공주시 반포면 학봉리,1995-01-01
4415036021,44150,36021,충남,충청남도,공주시,의당면,월곡리,충청남도 공주시 의당면 월곡리,1995-01-01
4415036022,44150,36022,충남,충청남도,공주시,의당면,두만리,충청남도 공주시 의당면 두만리,1995-01-01
4415036023,44150,36023,충남,충청남도,공주시,의당면,오인리,충청남도 공주시 의당면 오인리,1995-01-01
4415036024,44150,36024,충남,충청남도,공주시,의당면,수촌리,충청남도 공주시 의당면 수촌리,1995-01-01
4415036025,44150,36025,충남,충청남도,공주시,의당면,율정리,충청남도 공주시 의당면 율정리,1995-01-01
4415036026,44150,36026,충남,충청남도,공주시,의당면,청룡리,충청남도 공주시 의당면 청룡리,1995-01-01
4415036027,44150,36027,충남,충청남도,공주시,의당면,유계리,충청남도 공주시 의당면 유계리,1995-01-01
4415036033,44150,36033,충남,충청남도,공주시,의당면,가산리,충청남도 공주시 의당면 가산리,1995-01-01
4415036034,44150,36034,충남,충청남도,공주시,의당면,중흥리,충청남도 공주시 의당면 중흥리,1995-01-01
4415036035,44150,36035,충남,충청남도,공주시,의당면,도신리,충청남도 공주시 의당면 도신리,1995-01-01
4415036036,44150,36036,충남,충청남도,공주시,의당면,덕학리,충청남도 공주시 의당면 덕학리,1995-01-01
4415036037,44150,36037,충남,충청남도,공주시,의당면,요룡리,충청남도 공주시 의당면 요룡리,1995-01-01
4415037021,44150,37021,충남,충청남도,공주시,정안면,광정리,충청남도 공주시 정안면 광정리,1995-01-01
4415037022,44150,37022,충남,충청남도,공주시,정안면,상룡리,충청남도 공주시 정안면 상룡리,1995-01-01
4415037023,44150,37023,충남,충청남도,공주시,정안면,화봉리,충청남도 공주시 정안면 화봉리,1995-01-01
4415037024,44150,37024,충남,충청남도,공주시,정안면,평정리,충청남도 공주시 정안면 평정리,1995-01-01
4415037025,44150,37025,충남,충청남도,공주시,정안면,북계리,충청남도 공주시 정안면 북계리,1995-01-01
4415037026,44150,37026,충남,충청남도,공주시,정안면,석송리,충청남도 공주시 정안면 석송리,1995-01-01
4415037027,44150,37027,충남,충청남도,공주시,정안면,전평리,충청남도 공주시 정안면 전평리,1995-01-01
4415037028,44150,37028,충남,충청남도,공주시,정안면,쌍달리,충청남도 공주시 정안면 쌍달리,1995-01-01
4415037029,44150,37029,충남,충청남도,공주시,정안면,고성리,충청남도 공주시 정안면 고성리,1995-01-01
4415037030,44150,37030,충남,충청남도,공주시,정안면,운궁리,충청남도 공주시 정안면 운궁리,1995-01-01
4415037031,44150,37031,충남,충청남도,공주시,정안면,장원리,충청남도 공주시 정안면 장원리,1995-01-01
4415037032,44150,37032,충남,충청남도,공주시,정안면,보물리,충청남도 공주시 정안면 보물리,1995-01-01
4415037033,44150,37033,충남,충청남도,공주시,정안면,어물리,충청남도 공주시 정안면 어물리,1995-01-01
4415037034,44150,37034,충남,충청남도,공주시,정안면,내촌리,충청남도 공주시 정안면 내촌리,1995-01-01
4415037035,44150,37035,충남,충청남도,공주시,정안면,사현리,충청남도 공주시 정안면 사현리,1995-01-01
4415037036,44150,37036,충남,충청남도,공주시,정안면,인풍리,충청남도 공주시 정안면 인풍리,1995-01-01
4415037037,44150,37037,충남,충청남도,공주시,정안면,태성리,충청남도 공주시 정안면 태성리,1995-01-01
4415037038,44150,37038,충남,충청남도,공주시,정안면,대산리,충청남도 공주시 정안면 대산리,1995-01-01
4415037039,44150,37039,충남,충청남도,공주시,정안면,월산리,충청남도 공주시 정안면 월산리,1995-01-01
4415037040,44150,37040,충남,충청남도,공주시,정안면,문천리,충청남도 공주시 정안면 문천리,1995-01-01
4415037041,44150,37041,충남,충청남도,공주시,정안면,내문리,충청남도 공주시 정안면 내문리,1995-01-01
4415037042,44150,37042,충남,충청남도,공주시,정안면,산성리,충청남도 공주시 정안면 산성리,1995-01-01
4415038021,44150,38021,충남,충청남도,공주시,우성면,동대리,충청남도 공주시 우성면 동대리,1995-01-01
4415038022,44150,38022,충남,충청남도,공주시,우성면,단지리,충청남도 공주시 우성면 단지리,1995-01-01
4415038023,44150,38023,충남,충청남도,공주시,우성면,방문리,충청남도 공주시 우성면 방문리,1995-01-01
4415038024,44150,38024,충남,충청남도,공주시,우성면,상서리,충청남도 공주시 우성면 상서리,1995-01-01
4415038025,44150,38025,충남,충청남도,공주시,우성면,평목리,충청남도 공주시 우성면 평목리,1995-01-01
4415038026,44150,38026,충남,충청남도,공주시,우성면,도천리,충청남도 공주시 우성면 도천리,1995-01-01
4415038027,44150,38027,충남,충청남도,공주시,우성면,신웅리,충청남도 공주시 우성면 신웅리,1995-01-01
4415038028,44150,38028,충남,충청남도,공주시,우성면,내산리,충청남도 공주시 우성면 내산리,1995-01-01
4415038029,44150,38029,충남,충청남도,공주시,우성면,한천리,충청남도 공주시 우성면 한천리,1995-01-01
4415038030,44150,38030,충남,충청남도,공주시,우성면,동곡리,충청남도 공주시 우성면 동곡리,1995-01-01
4415038031,44150,38031,충남,충청남도,공주시,우성면,반촌리,충청남도 공주시 우성면 반촌리,1995-01-01
4415038032,44150,38032,충남,충청남도,공주시,우성면,귀산리,충청남도 공주시 우성면 귀산리,1995-01-01
4415038033,44150,38033,충남,충청남도,공주시,우성면,목천리,충청남도 공주시 우성면 목천리,1995-01-01
4415038034,44150,38034,충남,충청남도,공주시,우성면,방흥리,충청남도 공주시 우성면 방흥리,1995-01-01
4415038035,44150,38035,충남,충청남도,공주시,우성면,보흥리,충청남도 공주시 우성면 보흥리,1995-01-01
4415038036,44150,38036,충남,충청남도,공주시,우성면,대성리,충청남도 공주시 우성면 대성리,1995-01-01
4415038037,44150,38037,충남,충청남도,공주시,우성면,안양리,충청남도 공주시 우성면 안양리,1995-01-01
4415038038,44150,38038,충남,충청남도,공주시,우성면,용봉리,충청남도 공주시 우성면 용봉리,1995-01-01
4415038039,44150,38039,충남,충청남도,공주시,우성면,봉현리,충청남도 공주시 우성면 봉현리,1995-01-01
4415038040,44150,38040,충남,충청남도,공주시,우성면,어천리,충청남도 공주시 우성면 어천리,1995-01-01
4415038041,44150,38041,충남,충청남도,공주시,우성면,죽당리,충청남도 공주시 우성면 죽당리,1995-01-01
4415038042,44150,38042,충남,충청남도,공주시,우성면,오동리,충청남도 공주시 우성면 오동리,1995-01-01
4415038043,44150,38043,충남,충청남도,공주시,우성면,옥성리,충청남도 공주시 우성면 옥성리,1995-01-01
4415039021,44150,39021,충남,충청남도,공주시,사곡면,호계리,충청남도 공주시 사곡면 호계리,1995-01-01
4415039022,44150,39022,충남,충청남도,공주시,사곡면,신영리,충청남도 공주시 사곡면 신영리,1995-01-01
4415039023,44150,39023,충남,충청남도,공주시,사곡면,화월리,충청남도 공주시 사곡면 화월리,1995-01-01
4415039024,44150,39024,충남,충청남도,공주시,사곡면,계실리,충청남도 공주시 사곡면 계실리,1995-01-01
4415039025,44150,39025,충남,충청남도,공주시,사곡면,해월리,충청남도 공주시 사곡면 해월리,1995-01-01
4415039026,44150,39026,충남,충청남도,공주시,사곡면,고당리,충청남도 공주시 사곡면 고당리,1995-01-01
4415039027,44150,39027,충남,충청남도,공주시,사곡면,대중리,충청남도 공주시 사곡면 대중리,1995-01-01
4415039028,44150,39028,충남,충청남도,공주시,사곡면,가교리,충청남도 공주시 사곡면 가교리,1995-01-01
4415039029,44150,39029,충남,충청남도,공주시,사곡면,운암리,충청남도 공주시 사곡면 운암리,1995-01-01
4415039030,44150,39030,충남,충청남도,공주시,사곡면,회학리,충청남도 공주시 사곡면 회학리,1995-01-01
4415039031,44150,39031,충남,충청남도,공주시,사곡면,월가리,충청남도 공주시 사곡면 월가리,1995-01-01
4415039032,44150,39032,충남,충청남도,공주시,사곡면,유룡리,충청남도 공주시 사곡면 유룡리,1995-01-01
4415039033,44150,39033,충남,충청남도,공주시,사곡면,부곡리,충청남도 공주시 사곡면 부곡리,1995-01-01
4415040021,44150,40021,충남,충청남도,공주시,신풍면,산정리,충청남도 공주시 신풍면 산정리,1995-01-01
4415040022,44150,40022,충남,충청남도,공주시,신풍면,동원리,충청남도 공주시 신풍면 동원리,1995-01-01
4415040023,44150,40023,충남,충청남도,공주시,신풍면,조평리,충청남도 공주시 신풍면 조평리,1995-01-01
4415040024,44150,40024,충남,충청남도,공주시,신풍면,봉갑리,충청남도 공주시 신풍면 봉갑리,1995-01-01
4415040025,44150,40025,충남,충청남도,공주시,신풍면,용수리,충청남도 공주시 신풍면 용수리,1995-01-01
4415040026,44150,40026,충남,충청남도,공주시,신풍면,쌍대리,충청남도 공주시 신풍면 쌍대리,1995-01-01
4415040027,44150,40027,충남,충청남도,공주시,신풍면,청흥리,충청남도 공주시 신풍면 청흥리,1995-01-01
4415040028,44150,40028,충남,충청남도,공주시,신풍면,대룡리,충청남도 공주시 신풍면 대룡리,1995-01-01
4415040029,44150,40029,충남,충청남도,공주시,신풍면,입동리,충청남도 공주시 신풍면 입동리,1995-01-01
4415040030,44150,40030,충남,충청남도,공주시,신풍면,백룡리,충청남도 공주시 신풍면 백룡리,1995-01-01
4415040031,44150,40031,충남,충청남도,공주시,신풍면,선학리,충청남도 공주시 신풍면 선학리,1995-01-01
4415040032,44150,40032,충남,충청남도,공주시,신풍면,영정리,충청남도 공주시 신풍면 영정리,1995-01-01
4415040033,44150,40033,충남,충청남도,공주시,신풍면,평소리,충청남도 공주시 신풍면 평소리,1995-01-01
4415040034,44150,40034,충남,충청남도,공주시,신풍면,화흥리,충청남도 공주시 신풍면 화흥리,1995-01-01
4418010100,44180,10100,충남,충청남도,보령시,대천동,,충청남도 보령시 대천동,1995-01-01
4418010200,44180,10200,충남,충청남도,보령시,죽정동,,충청남도 보령시 죽정동,1995-01-01
4418010300,44180,10300,충남,충청남도,보령시,화산동,,충청남도 보령시 화산동,1995-01-01
4418010400,44180,10400,충남,충청남도,보령시,동대동,,충청남도 보령시 동대동,1995-01-01
4418010500,44180,10500,충남,충청남도,보령시,명천동,,충청남도 보령시 명천동,1995-01-01
4418010600,44180,10600,충남,충청남도,보령시,궁촌동,,충청남도 보령시 궁촌동,1995-01-01
4418010700,44180,10700,충남,충청남도,보령시,내항동,,충청남도 보령시 내항동,1998-11-09
4418010800,44180,10800,충남,충청남도,보령시,남곡동,,충청남도 보령시 남곡동,1998-11-09
4418010900,44180,10900,충남,충청남도,보령시,요암동,,충청남도 보령시 요암동,1998-11-09
4418011000,44180,11000,충남,충청남도,보령시,신흑동,,충청남도 보령시 신흑동,1995-01-01
4418025021,44180,25021,충남,충청남도,보령시,웅천읍,대창리,충청남도 보령시 웅천읍 대창리,1995-03-02
4418025022,44180,25022,충남,충청남도,보령시,웅천읍,평리,충청남도 보령시 웅천읍 평리,1995-03-02
4418025023,44180,25023,충남,충청남도,보령시,웅천읍,수부리,충청남도 보령시 웅천읍 수부리,1995-03-02
4418025024,44180,25024,충남,충청남도,보령시,웅천읍,성동리,충청남도 보령시 웅천읍 성동리,1995-03-02
4418025025,44180,25025,충남,충청남도,보령시,웅천읍,대천리,충청남도 보령시 웅천읍 대천리,1995-03-02
4418025026,44180,25026,충남,충청남도,보령시,웅천읍,두룡리,충청남도 보령시 웅천읍 두룡리,1995-03-02
