법정동코드,sigunguCd,bjdongCd,지역,시도명,시군구명,읍면동명,리명,법정동명,생성일자
1111010100,11110,10100,서울,서울특별시,종로구,청운동,,서울특별시 종로구 청운동,1988-04-23
1111010200,11110,10200,서울,서울특별시,종로구,신교동,,서울특별시 종로구 신교동,1988-04-23
1111010300,11110,10300,서울,서울특별시,종로구,궁정동,,서울특별시 종로구 궁정동,1988-04-23
1111010400,11110,10400,서울,서울특별시,종로구,효자동,,서울특별시 종로구 효자동,1988-04-23
1111010500,11110,10500,서울,서울특별시,종로구,창성동,,서울특별시 종로구 창성동,1988-04-23
1111010600,11110,10600,서울,서울특별시,종로구,통의동,,서울특별시 종로구 통의동,1988-04-23
1111010700,11110,10700,서울,서울특별시,종로구,적선동,,서울특별시 종로구 적선동,1988-04-23
1111010800,11110,10800,서울,서울특별시,종로구,통인동,,서울특별시 종로구 통인동,1988-04-23
1111010900,11110,10900,서울,서울특별시,종로구,누상동,,서울특별시 종로구 누상동,1988-04-23
1111011000,11110,11000,서울,서울특별시,종로구,누하동,,서울특별시 종로구 누하동,1988-04-23
1111011100,11110,11100,서울,서울특별시,종로구,옥인동,,서울특별시 종로구 옥인동,1988-04-23
1111011200,11110,11200,서울,서울특별시,종로구,체부동,,서울특별시 종로구 체부동,1988-04-23
1111011300,11110,11300,서울,서울특별시,종로구,필운동,,서울특별시 종로구 필운동,1988-04-23
1111011400,11110,11400,서울,서울특별시,종로구,내자동,,서울특별시 종로구 내자동,1988-04-23
1111011500,11110,11500,서울,서울특별시,종로구,사직동,,서울특별시 종로구 사직동,1988-04-23
1111011600,11110,11600,서울,서울특별시,종로구,도렴동,,서울특별시 종로구 도렴동,1998-12-01
1111011700,11110,11700,서울,서울특별시,종로구,당주동,,서울특별시 종로구 당주동,1998-12-01
1111011800,11110,11800,서울,서울특별시,종로구,내수동,,서울특별시 종로구 내수동,1998-12-01
1111011900,11110,11900,서울,서울특별시,종로구,세종로,,서울특별시 종로구 세종로,1998-12-01
1111012000,11110,12000,서울,서울특별시,종로구,신문로1가,,서울특별시 종로구 신문로1가,1998-12-01
1111012100,11110,12100,서울,서울특별시,종로구,신문로2가,,서울특별시 종로구 신문로2가,1998-12-01
1111012200,11110,12200,서울,서울특별시,종로구,청진동,,서울특별시 종로구 청진동,1998-12-01
1111012300,11110,12300,서울,서울특별시,종로구,서린동,,서울특별시 종로구 서린동,1998-12-01
1111012400,11110,12400,서울,서울특별시,종로구,수송동,,서울특별시 종로구 수송동,1998-12-01
1111012500,11110,12500,서울,서울특별시,종로구,중학동,,서울특별시 종로구 중학동,1998-12-01
1111012600,11110,12600,서울,서울특별시,종로구,종로1가,,서울특별시 종로구 종로1가,1998-12-01
1111012700,11110,12700,서울,서울특별시,종로구,공평동,,서울특별시 종로구 공평동,1998-12-01
1111012800,11110,12800,서울,서울특별시,종로구,관훈동,,서울특별시 종로구 관훈동,1998-12-01
1111012900,11110,12900,서울,서울특별시,종로구,견지동,,서울특별시 종로구 견지동,1998-12-01
1111013000,11110,13000,서울,서울특별시,종로구,와룡동,,서울특별시 종로구 와룡동,1998-12-01
1111013100,11110,13100,서울,서울특별시,종로구,권농동,,서울특별시 종로구 권농동,1998-12-01
1111013200,11110,13200,서울,서울특별시,종로구,운니동,,서울특별시 종로구 운니동,1998-12-01
1111013300,11110,13300,서울,서울특별시,종로구,익선동,,서울특별시 종로구 익선동,1998-12-01
1111013400,11110,13400,서울,서울특별시,종로구,경운동,,서울특별시 종로구 경운동,1998-12-01
1111013500,11110,13500,서울,서울특별시,종로구,관철동,,서울특별시 종로구 관철동,1998-12-01
1111013600,11110,13600,서울,서울특별시,종로구,인사동,,서울특별시 종로구 인사동,1998-12-01
1111013700,11110,13700,서울,서울특별시,종로구,낙원동,,서울특별시 종로구 낙원동,1998-12-01
1111013800,11110,13800,서울,서울특별시,종로구,종로2가,,서울특별시 종로구 종로2가,1998-12-01
1111013900,11110,13900,서울,서울특별시,종로구,팔판동,,서울특별시 종로구 팔판동,1988-04-23
1111014000,11110,14000,서울,서울특별시,종로구,삼청동,,서울특별시 종로구 삼청동,1988-04-23
1111014100,11110,14100,서울,서울특별시,종로구,안국동,,서울특별시 종로구 안국동,1988-04-23
1111014200,11110,14200,서울,서울특별시,종로구,소격동,,서울특별시 종로구 소격동,1988-04-23
1111014300,11110,14300,서울,서울특별시,종로구,화동,,서울특별시 종로구 화동,1988-04-23
1111014400,11110,14400,서울,서울특별시,종로구,사간동,,서울특별시 종로구 사간동,1988-04-23
1111014500,11110,14500,서울,서울특별시,종로구,송현동,,서울특별시 종로구 송현동,1988-04-23
1111014600,11110,14600,서울,서울특별시,종로구,가회동,,서울특별시 종로구 가회동,1988-04-23
1111014700,11110,14700,서울,서울특별시,종로구,재동,,서울특별시 종로구 재동,1988-04-23
1111014800,11110,14800,서울,서울특별시,종로구,계동,,서울특별시 종로구 계동,1988-04-23
1111014900,11110,14900,서울,서울특별시,종로구,원서동,,서울특별시 종로구 원서동,1988-04-23
1111015000,11110,15000,서울,서울특별시,종로구,훈정동,,서울특별시 종로구 훈정동,1998-12-01
1111015100,11110,15100,서울,서울특별시,종로구,묘동,,서울특별시 종로구 묘동,1998-12-01
1111015200,11110,15200,서울,서울특별시,종로구,봉익동,,서울특별시 종로구 봉익동,1998-12-01
1111015300,11110,15300,서울,서울특별시,종로구,돈의동,,서울특별시 종로구 돈의동,1998-12-01
1111015400,11110,15400,서울,서울특별시,종로구,장사동,,서울특별시 종로구 장사동,1998-12-01
1111015500,11110,15500,서울,서울특별시,종로구,관수동,,서울특별시 종로구 관수동,1998-12-01
1111015600,11110,15600,서울,서울특별시,종로구,종로3가,,서울특별시 종로구 종로3가,1998-12-01
1111015700,11110,15700,서울,서울특별시,종로구,인의동,,서울특별시 종로구 인의동,1998-12-01
1111015800,11110,15800,서울,서울특별시,종로구,예지동,,서울특별시 종로구 예지동,1998-12-01
1111015900,11110,15900,서울,서울특별시,종로구,원남동,,서울특별시 종로구 원남동,1998-12-01
1111016000,11110,16000,서울,서울특별시,종로구,연지동,,서울특별시 종로구 연지동,1988-04-23
1111016100,11110,16100,서울,서울특별시,종로구,종로4가,,서울특별시 종로구 종로4가,1998-12-01
1111016200,11110,16200,서울,서울특별시,종로구,효제동,,서울특별시 종로구 효제동,1988-04-23
1111016300,11110,16300,서울,서울특별시,종로구,종로5가,,서울특별시 종로구 종로5가,1988-04-23
1111016400,11110,16400,서울,서울특별시,종로구,종로6가,,서울특별시 종로구 종로6가,1988-04-23
1111016500,11110,16500,서울,서울특별시,종로구,이화동,,서울특별시 종로구 이화동,1988-04-23
1111016600,11110,16600,서울,서울특별시,종로구,연건동,,서울특별시 종로구 연건동,1988-04-23
1111016700,11110,16700,서울,서울특별시,종로구,충신동,,서울특별시 종로구 충신동,1988-04-23
1111016800,11110,16800,서울,서울특별시,종로구,동숭동,,서울특별시 종로구 동숭동,1988-04-23
1111016900,11110,16900,서울,서울특별시,종로구,혜화동,,서울특별시 종로구 혜화동,1988-04-23
1111017000,11110,17000,서울,서울특별시,종로구,명륜1가,,서울특별시 종로구 명륜1가,1988-04-23
1111017100,11110,17100,서울,서울특별시,종로구,명륜2가,,서울특별시 종로구 명륜2가,1988-04-23
1111017200,11110,17200,서울,서울특별시,종로구,명륜4가,,서울특별시 종로구 명륜4가,1988-04-23
1111017300,11110,17300,서울,서울특별시,종로구,명륜3가,,서울특별시 종로구 명륜3가,1988-04-23
1111017400,11110,17400,서울,서울특별시,종로구,창신동,,서울특별시 종로구 창신동,1988-04-23
1111017500,11110,17500,서울,서울특별시,종로구,숭인동,,서울특별시 종로구 숭인동,1988-04-23
1111017600,11110,17600,서울,서울특별시,종로구,교남동,,서울특별시 종로구 교남동,1988-04-23
1111017700,11110,17700,서울,서울특별시,종로구,평동,,서울특별시 종로구 평동,1988-04-23
1111017800,11110,17800,서울,서울특별시,종로구,송월동,,서울특별시 종로구 송월동,1988-04-23
1111017900,11110,17900,서울,서울특별시,종로구,홍파동,,서울특별시 종로구 홍파동,1988-04-23
1111018000,11110,18000,서울,서울특별시,종로구,교북동,,서울특별시 종로구 교북동,1988-04-23
1111018100,11110,18100,서울,서울특별시,종로구,행촌동,,서울특별시 종로구 행촌동,1988-04-23
1111018200,11110,18200,서울,서울특별시,종로구,구기동,,서울특별시 종로구 구기동,1988-04-23
1111018300,11110,18300,서울,서울특별시,종로구,평창동,,서울특별시 종로구 평창동,1988-04-23
1111018400,11110,18400,서울,서울특별시,종로구,부암동,,서울특별시 종로구 부암동,1988-04-23
1111018500,11110,18500,서울,서울특별시,종로구,홍지동,,서울특별시 종로구 홍지동,1988-04-23
1111018600,11110,18600,서울,서울특별시,종로구,신영동,,서울특별시 종로구 신영동,1988-04-23
1111018700,11110,18700,서울,서울특별시,종로구,무악동,,서울특별시 종로구 무악동,1988-04-23
1114010100,11140,10100,서울,서울특별시,중구,무교동,,서울특별시 중구 무교동,1998-09-14
1114010200,11140,10200,서울,서울특별시,중구,다동,,서울특별시 중구 다동,1998-09-14
1114010300,11140,10300,서울,서울특별시,중구,태평로1가,,서울특별시 중구 태평로1가,1998-09-14
1114010400,11140,10400,서울,서울특별시,중구,을지로1가,,서울특별시 중구 을지로1가,1998-09-14
1114010500,11140,10500,서울,서울특별시,중구,을지로2가,,서울특별시 중구 을지로2가,1998-09-14
1114010600,11140,10600,서울,서울특별시,중구,남대문로1가,,서울특별시 중구 남대문로1가,1998-09-14
1114010700,11140,10700,서울,서울특별시,중구,삼각동,,서울특별시 중구 삼각동,1998-09-14
1114010800,11140,10800,서울,서울특별시,중구,수하동,,서울특별시 중구 수하동,1998-09-14
1114010900,11140,10900,서울,서울특별시,중구,장교동,,서울특별시 중구 장교동,1998-09-14
1114011000,11140,11000,서울,서울특별시,중구,수표동,,서울특별시 중구 수표동,1998-09-14
1114011100,11140,11100,서울,서울특별시,중구,소공동,,서울특별시 중구 소공동,1988-04-23
1114011200,11140,11200,서울,서울특별시,중구,남창동,,서울특별시 중구 남창동,1988-04-23
1114011300,11140,11300,서울,서울특별시,중구,북창동,,서울특별시 중구 북창동,1988-04-23
1114011400,11140,11400,서울,서울특별시,중구,태평로2가,,서울특별시 중구 태평로2가,1988-04-23
1114011500,11140,11500,서울,서울특별시,중구,남대문로2가,,서울특별시 중구 남대문로2가,1998-09-14
1114011600,11140,11600,서울,서울특별시,중구,남대문로3가,,서울특별시 중구 남대문로3가,1988-04-23
1114011700,11140,11700,서울,서울특별시,중구,남대문로4가,,서울특별시 중구 남대문로4가,1988-04-23
1114011800,11140,11800,서울,서울특별시,중구,남대문로5가,,서울특별시 중구 남대문로5가,1998-09-14
1114011900,11140,11900,서울,서울특별시,중구,봉래동1가,,서울특별시 중구 봉래동1가,1998-09-14
1114012000,11140,12000,서울,서울특별시,중구,봉래동2가,,서울특별시 중구 봉래동2가,1998-09-14
1114012100,11140,12100,서울,서울특별시,중구,회현동1가,,서울특별시 중구 회현동1가,1988-04-23
1114012200,11140,12200,서울,서울특별시,중구,회현동2가,,서울특별시 중구 회현동2가,1988-04-23
1114012300,11140,12300,서울,서울특별시,중구,회현동3가,,서울특별시 중구 회현동3가,1988-04-23
1114012400,11140,12400,서울,서울특별시,중구,충무로1가,,서울특별시 중구 충무로1가,1988-04-23
1114012500,11140,12500,서울,서울특별시,중구,충무로2가,,서울특별시 중구 충무로2가,1988-04-23
1114012600,11140,12600,서울,서울특별시,중구,명동1가,,서울특별시 중구 명동1가,1988-04-23
1114012700,11140,12700,서울,서울특별시,중구,명동2가,,서울특별시 중구 명동2가,1988-04-23
1114012800,11140,12800,서울,서울특별시,중구,남산동1가,,서울특별시 중구 남산동1가,1988-04-23
1114012900,11140,12900,서울,서울특별시,중구,남산동2가,,서울특별시 중구 남산동2가,1988-04-23
1114013000,11140,13000,서울,서울특별시,중구,남산동3가,,서울특별시 중구 남산동3가,1988-04-23
1114013100,11140,13100,서울,서울특별시,중구,저동1가,,서울특별시 중구 저동1가,1988-04-23
1114013200,11140,13200,서울,서울특별시,중구,충무로4가,,서울특별시 중구 충무로4가,1998-09-14
1114013300,11140,13300,서울,서울특별시,중구,충무로5가,,서울특별시 중구 충무로5가,1998-09-14
1114013400,11140,13400,서울,서울특별시,중구,인현동2가,,서울특별시 중구 인현동2가,1998-09-14
1114013500,11140,13500,서울,서울특별시,중구,예관동,,서울특별시 중구 예관동,1998-09-14
1114013600,11140,13600,서울,서울특별시,중구,묵정동,,서울특별시 중구 묵정동,1988-04-23
1114013700,11140,13700,서울,서울특별시,중구,필동1가,,서울특별시 중구 필동1가,1988-04-23
1114013800,11140,13800,서울,서울특별시,중구,필동2가,,서울특별시 중구 필동2가,1988-04-23
1114013900,11140,13900,서울,서울특별시,중구,필동3가,,서울특별시 중구 필동3가,1988-04-23
1114014000,11140,14000,서울,서울특별시,중구,남학동,,서울특별시 중구 남학동,1988-04-23
1114014100,11140,14100,서울,서울특별시,중구,주자동,,서울특별시 중구 주자동,1988-04-23
1114014200,11140,14200,서울,서울특별시,중구,예장동,,서울특별시 중구 예장동,1988-04-23
1114014300,11140,14300,서울,서울특별시,중구,장충동1가,,서울특별시 중구 장충동1가,1988-04-23
1114014400,11140,14400,서울,서울특별시,중구,장충동2가,,서울특별시 중구 장충동2가,1988-04-23
1114014500,11140,14500,서울,서울특별시,중구,광희동1가,,서울특별시 중구 광희동1가,1988-04-23
1114014600,11140,14600,서울,서울특별시,중구,광희동2가,,서울특별시 중구 광희동2가,1988-04-23
1114014700,11140,14700,서울,서울특별시,중구,쌍림동,,서울특별시 중구 쌍림동,1988-04-23
1114014800,11140,14800,서울,서울특별시,중구,을지로6가,,서울특별시 중구 을지로6가,1988-04-23
1114014900,11140,14900,서울,서울특별시,중구,을지로7가,,서울특별시 중구 을지로7가,1988-04-23
1114015000,11140,15000,서울,서울특별시,중구,을지로4가,,서울특별시 중구 을지로4가,1988-04-23
1114015100,11140,15100,서울,서울특별시,중구,을지로5가,,서울특별시 중구 을지로5가,1988-04-23
1114015200,11140,15200,서울,서울특별시,중구,주교동,,서울특별시 중구 주교동,1988-04-23
1114015300,11140,15300,서울,서울특별시,중구,방산동,,서울특별시 중구 방산동,1988-04-23
1114015400,11140,15400,서울,서울특별시,중구,오장동,,서울특별시 중구 오장동,1998-09-14
1114015500,11140,15500,서울,서울특별시,중구,을지로3가,,서울특별시 중구 을지로3가,1988-04-23
1114015600,11140,15600,서울,서울특별시,중구,입정동,,서울특별시 중구 입정동,1988-04-23
1114015700,11140,15700,서울,서울특별시,중구,산림동,,서울특별시 중구 산림동,1988-04-23
1114015800,11140,15800,서울,서울특별시,중구,충무로3가,,서울특별시 중구 충무로3가,1988-04-23
1114015900,11140,15900,서울,서울특별시,중구,초동,,서울특별시 중구 초동,1988-04-23
1114016000,11140,16000,서울,서울특별시,중구,인현동1가,,서울특별시 중구 인현동1가,1988-04-23
1114016100,11140,16100,서울,서울특별시,중구,저동2가,,서울특별시 중구 저동2가,1988-04-23
1114016200,11140,16200,서울,서울특별시,중구,신당동,,서울특별시 중구 신당동,1988-04-23
1114016300,11140,16300,서울,서울특별시,중구,흥인동,,서울특별시 중구 흥인동,1988-04-23
1114016400,11140,16400,서울,서울특별시,중구,무학동,,서울특별시 중구 무학동,1988-04-23
1114016500,11140,16500,서울,서울특별시,중구,황학동,,서울특별시 중구 황학동,1988-04-23
1114016600,11140,16600,서울,서울특별시,중구,서소문동,,서울특별시 중구 서소문동,1988-04-23
1114016700,11140,16700,서울,서울특별시,중구,정동,,서울특별시 중구 정동,1988-04-23
1114016800,11140,16800,서울,서울특별시,중구,순화동,,서울특별시 중구 순화동,1998-09-14
1114016900,11140,16900,서울,서울특별시,중구,의주로1가,,서울특별시 중구 의주로1가,1988-04-23
1114017000,11140,17000,서울,서울특별시,중구,충정로1가,,서울특별시 중구 충정로1가,1988-04-23
1114017100,11140,17100,서울,서울특별시,중구,중림동,,서울특별시 중구 중림동,1988-04-23
1114017200,11140,17200,서울,서울특별시,중구,의주로2가,,서울특별시 중구 의주로2가,1988-04-23
1114017300,11140,17300,서울,서울특별시,중구,만리동1가,,서울특별시 중구 만리동1가,1988-04-23
1114017400,11140,17400,서울,서울특별시,중구,만리동2가,,서울특별시 중구 만리동2가,1988-04-23
1117010100,11170,10100,서울,서울특별시,용산구,후암동,,서울특별시 용산구 후암동,1988-04-23
1117010200,11170,10200,서울,서울특별시,용산구,용산동2가,,서울특별시 용산구 용산동2가,1988-04-23
1117010300,11170,10300,서울,서울특별시,용산구,용산동4가,,서울특별시 용산구 용산동4가,1988-04-23
1117010400,11170,10400,서울,서울특별시,용산구,갈월동,,서울특별시 용산구 갈월동,1988-04-23
1117010500,11170,10500,서울,서울특별시,용산구,남영동,,서울특별시 용산구 남영동,1988-04-23
1117010600,11170,10600,서울,서울특별시,용산구,용산동1가,,서울특별시 용산구 용산동1가,1988-04-23
1117010700,11170,10700,서울,서울특별시,용산구,동자동,,서울특별시 용산구 동자동,1988-04-23
1117010800,11170,10800,서울,서울특별시,용산구,서계동,,서울특별시 용산구 서계동,1988-04-23
1117010900,11170,10900,서울,서울특별시,용산구,청파동1가,,서울특별시 용산구 청파동1가,1988-04-23
1117011000,11170,11000,서울,서울특별시,용산구,청파동2가,,서울특별시 용산구 청파동2가,1988-04-23
1117011100,11170,11100,서울,서울특별시,용산구,청파동3가,,서울특별시 용산구 청파동3가,1988-04-23
1117011200,11170,11200,서울,서울특별시,용산구,원효로1가,,서울특별시 용산구 원효로1가,1988-04-23
1117011300,11170,11300,서울,서울특별시,용산구,원효로2가,,서울특별시 용산구 원효로2가,1988-04-23
1117011400,11170,11400,서울,서울특별시,용산구,신창동,,서울특별시 용산구 신창동,1988-04-23
1117011500,11170,11500,서울,서울특별시,용산구,산천동,,서울특별시 용산구 산천동,1988-04-23
1117011600,11170,11600,서울,서울특별시,용산구,청암동,,서울특별시 용산구 청암동,1988-04-23
1117011700,11170,11700,서울,서울특별시,용산구,원효로3가,,서울특별시 용산구 원효로3가,1988-04-23
1117011800,11170,11800,서울,서울특별시,용산구,원효로4가,,서울특별시 용산구 원효로4가,1988-04-23
1117011900,11170,11900,서울,서울특별시,용산구,효창동,,서울특별시 용산구 효창동,1988-04-23
1117012000,11170,12000,서울,서울특별시,용산구,도원동,,서울특별시 용산구 도원동,1988-04-23
1117012100,11170,12100,서울,서울특별시,용산구,용문동,,서울특별시 용산구 용문동,1988-04-23
1117012200,11170,12200,서울,서울특별시,용산구,문배동,,서울특별시 용산구 문배동,1988-04-23
1117012300,11170,12300,서울,서울특별시,용산구,신계동,,서울특별시 용산구 신계동,1988-04-23
1117012400,11170,12400,서울,서울특별시,용산구,한강로1가,,서울특별시 용산구 한강로1가,1988-04-23
1117012500,11170,12500,서울,서울특별시,용산구,한강로2가,,서울특별시 용산구 한강로2가,1988-04-23
1117012600,11170,12600,서울,서울특별시,용산구,용산동3가,,서울특별시 용산구 용산동3가,1988-04-23
1117012700,11170,12700,서울,서울특별시,용산구,용산동5가,,서울특별시 용산구 용산동5가,1988-04-23
1117012800,11170,12800,서울,서울특별시,용산구,한강로3가,,서울특별시 용산구 한강로3가,1988-04-23
1117012900,11170,12900,서울,서울특별시,용산구,이촌동,,서울특별시 용산구 이촌동,1988-04-23
1117013000,11170,13000,서울,서울특별시,용산구,이태원동,,서울특별시 용산구 이태원동,1988-04-23
1117013100,11170,13100,서울,서울특별시,용산구,한남동,,서울특별시 용산구 한남동,1988-04-23
1117013200,11170,13200,서울,서울특별시,용산구,동빙고동,,서울특별시 용산구 동빙고동,1988-04-23
1117013300,11170,13300,서울,서울특별시,용산구,서빙고동,,서울특별시 용산구 서빙고동,1988-04-23
1117013400,11170,13400,서울,서울특별시,용산구,주성동,,서울특별시 용산구 주성동,1988-04-23
1117013500,11170,13500,서울,서울특별시,용산구,용산동6가,,서울특별시 용산구 용산동6가,1988-04-23
1117013600,11170,13600,서울,서울특별시,용산구,보광동,,서울특별시 용산구 보광동,1988-04-23
1120010100,11200,10100,서울,서울특별시,성동구,상왕십리동,,서울특별시 성동구 상왕십리동,1988-04-23
1120010200,11200,10200,서울,서울특별시,성동구,하왕십리동,,서울특별시 성동구 하왕십리동,1988-04-23
1120010300,11200,10300,서울,서울특별시,성동구,홍익동,,서울특별시 성동구 홍익동,1988-04-23
1120010400,11200,10400,서울,서울특별시,성동구,도선동,,서울특별시 성동구 도선동,1988-04-23
1120010500,11200,10500,서울,서울특별시,성동구,마장동,,서울특별시 성동구 마장동,1988-04-23
1120010600,11200,10600,서울,서울특별시,성동구,사근동,,서울특별시 성동구 사근동,1988-04-23
1120010700,11200,10700,서울,서울특별시,성동구,행당동,,서울특별시 성동구 행당동,1988-04-23
1120010800,11200,10800,서울,서울특별시,성동구,응봉동,,서울특별시 성동구 응봉동,1988-04-23
1120010900,11200,10900,서울,서울특별시,성동구,금호동1가,,서울특별시 성동구 금호동1가,1988-04-23
1120011000,11200,11000,서울,서울특별시,성동구,금호동2가,,서울특별시 성동구 금호동2가,1988-04-23
1120011100,11200,11100,서울,서울특별시,성동구,금호동3가,,서울특별시 성동구 금호동3가,1988-04-23
1120011200,11200,11200,서울,서울특별시,성동구,금호동4가,,서울특별시 성동구 금호동4가,1988-04-23
1120011300,11200,11300,서울,서울특별시,성동구,옥수동,,서울특별시 성동구 옥수동,1988-04-23
1120011400,11200,11400,서울,서울특별시,성동구,성수동1가,,서울특별시 성동구 성수동1가,1988-04-23
1120011500,11200,11500,서울,서울특별시,성동구,성수동2가,,서울특별시 성동구 성수동2가,1988-04-23
1120011800,11200,11800,서울,서울특별시,성동구,송정동,,서울특별시 성동구 송정동,1988-04-23
1120012200,11200,12200,서울,서울특별시,성동구,용답동,,서울특별시 성동구 용답동,1988-04-23
1121510100,11215,10100,서울,서울특별시,광진구,중곡동,,서울특별시 광진구 중곡동,1995-03-01
1121510200,11215,10200,서울,서울특별시,광진구,능동,,서울특별시 광진구 능동,1995-03-01
1121510300,11215,10300,서울,서울특별시,광진구,구의동,,서울특별시 광진구 구의동,1995-03-01
1121510400,11215,10400,서울,서울특별시,광진구,광장동,,서울특별시 광진구 광장동,1995-03-01
1121510500,11215,10500,서울,서울특별시,광진구,자양동,,서울특별시 광진구 자양동,1995-03-01
1121510700,11215,10700,서울,서울특별시,광진구,화양동,,서울특별시 광진구 화양동,1995-03-01
1121510900,11215,10900,서울,서울특별시,광진구,군자동,,서울특별시 광진구 군자동,1995-03-01
1123010100,11230,10100,서울,서울특별시,동대문구,신설동,,서울특별시 동대문구 신설동,1988-04-23
1123010200,11230,10200,서울,서울특별시,동대문구,용두동,,서울특별시 동대문구 용두동,1988-04-23
1123010300,11230,10300,서울,서울특별시,동대문구,제기동,,서울특별시 동대문구 제기동,1988-04-23
1123010400,11230,10400,서울,서울특별시,동대문구,전농동,,서울특별시 동대문구 전농동,1988-04-23
1123010500,11230,10500,서울,서울특별시,동대문구,답십리동,,서울특별시 동대문구 답십리동,1988-04-23
1123010600,11230,10600,서울,서울특별시,동대문구,장안동,,서울특별시 동대문구 장안동,1988-04-23
1123010700,11230,10700,서울,서울특별시,동대문구,청량리동,,서울특별시 동대문구 청량리동,1988-04-23
1123010800,11230,10800,서울,서울특별시,동대문구,회기동,,서울특별시 동대문구 회기동,1988-04-23
1123010900,11230,10900,서울,서울특별시,동대문구,휘경동,,서울특별시 동대문구 휘경동,1988-04-23
1123011000,11230,11000,서울,서울특별시,동대문구,이문동,,서울특별시 동대문구 이문동,1988-04-23
1126010100,11260,10100,서울,서울특별시,중랑구,면목동,,서울특별시 중랑구 면목동,1988-04-23
1126010200,11260,10200,서울,서울특별시,중랑구,상봉동,,서울특별시 중랑구 상봉동,1988-04-23
1126010300,11260,10300,서울,서울특별시,중랑구,중화동,,서울특별시 중랑구 중화동,1988-04-23
1126010400,11260,10400,서울,서울특별시,중랑구,묵동,,서울특별시 중랑구 묵동,1988-04-23
1126010500,11260,10500,서울,서울특별시,중랑구,망우동,,서울특별시 중랑구 망우동,1988-04-23
1126010600,11260,10600,서울,서울특별시,중랑구,신내동,,서울특별시 중랑구 신내동,1996-03-01
1129010100,11290,10100,서울,서울특별시,성북구,성북동,,서울특별시 성북구 성북동,1988-04-23
1129010200,11290,10200,서울,서울특별시,성북구,성북동1가,,서울특별시 성북구 성북동1가,1988-04-23
1129010300,11290,10300,서울,서울특별시,성북구,돈암동,,서울특별시 성북구 돈암동,1988-04-23
1129010400,11290,10400,서울,서울특별시,성북구,동소문동1가,,서울특별시 성북구 동소문동1가,1988-04-23
1129010500,11290,10500,서울,서울특별시,성북구,동소문동2가,,서울특별시 성북구 동소문동2가,1988-04-23
1129010600,11290,10600,서울,서울특별시,성북구,동소문동3가,,서울특별시 성북구 동소문동3가,1988-04-23
1129010700,11290,10700,서울,서울특별시,성북구,동소문동4가,,서울특별시 성북구 동소문동4가,1988-04-23
1129010800,11290,10800,서울,서울특별시,성북구,동소문동5가,,서울특별시 성북구 동소문동5가,1988-04-23
1129010900,11290,10900,서울,서울특별시,성북구,동소문동6가,,서울특별시 성북구 동소문동6가,1988-04-23
1129011000,11290,11000,서울,서울특별시,성북구,동소문동7가,,서울특별시 성북구 동소문동7가,1988-04-23
1129011100,11290,11100,서울,서울특별시,성북구,삼선동1가,,서울특별시 성북구 삼선동1가,1988-04-23
1129011200,11290,11200,서울,서울특별시,성북구,삼선동2가,,서울특별시 성북구 삼선동2가,1988-04-23
1129011300,11290,11300,서울,서울특별시,성북구,삼선동3가,,서울특별시 성북구 삼선동3가,1988-04-23
1129011400,11290,11400,서울,서울특별시,성북구,삼선동4가,,서울특별시 성북구 삼선동4가,1988-04-23
1129011500,11290,11500,서울,서울특별시,성북구,삼선동5가,,서울특별시 성북구 삼선동5가,1988-04-23
1129011600,11290,11600,서울,서울특별시,성북구,동선동1가,,서울특별시 성북구 동선동1가,1988-04-23
1129011700,11290,11700,서울,서울특별시,성북구,동선동2가,,서울특별시 성북구 동선동2가,1988-04-23
1129011800,11290,11800,서울,서울특별시,성북구,동선동3가,,서울특별시 성북구 동선동3가,1988-04-23
1129011900,11290,11900,서울,서울특별시,성북구,동선동4가,,서울특별시 성북구 동선동4가,1988-04-23
1129012000,11290,12000,서울,서울특별시,성북구,동선동5가,,서울특별시 성북구 동선동5가,1988-04-23
1129012100,11290,12100,서울,서울특별시,성북구,안암동1가,,서울특별시 성북구 안암동1가,1988-04-23
1129012200,11290,12200,서울,서울특별시,성북구,안암동2가,,서울특별시 성북구 안암동2가,1988-04-23
1129012300,11290,12300,서울,서울특별시,성북구,안암동3가,,서울특별시 성북구 안암동3가,1988-04-23
1129012400,11290,12400,서울,서울특별시,성북구,안암동4가,,서울특별시 성북구 안암동4가,1988-04-23
1129012500,11290,12500,서울,서울특별시,성북구,안암동5가,,서울특별시 성북구 안암동5가,1988-04-23
1129012600,11290,12600,서울,서울특별시,성북구,보문동4가,,서울특별시 성북구 보문동4가,1988-04-23
1129012700,11290,12700,서울,서울특별시,성북구,보문동5가,,서울특별시 성북구 보문동5가,1988-04-23
1129012800,11290,12800,서울,서울특별시,성북구,보문동6가,,서울특별시 성북구 보문동6가,1988-04-23
1129012900,11290,12900,서울,서울특별시,성북구,보문동7가,,서울특별시 성북구 보문동7가,1988-04-23
1129013000,11290,13000,서울,서울특별시,성북구,보문동1가,,서울특별시 성북구 보문동1가,1988-04-23
1129013100,11290,13100,서울,서울특별시,성북구,보문동2가,,서울특별시 성북구 보문동2가,1988-04-23
1129013200,11290,13200,서울,서울특별시,성북구,보문동3가,,서울특별시 성북구 보문동3가,1988-04-23
1129013300,11290,13300,서울,서울특별시,성북구,정릉동,,서울특별시 성북구 정릉동,1988-04-23
